,0,1,2,3,4,5,Label
113,-1.239456,6.034866,5.357596,6.4620543,3.9158785,3.1802473,Upstairs
114,-1.2266078,6.028395,5.385221,6.4543962,3.8768356,3.1830995,Upstairs
115,-1.2881199,5.9844837,5.3108397,6.616961,4.0197926,3.13131,Upstairs
116,-1.2996409,5.977814,5.285282,6.6634736,4.064139,3.1185582,Upstairs
117,-1.2812972,5.9908957,5.2861433,6.6670613,4.0626125,3.1206486,Upstairs
118,-1.353211,5.9362803,5.2366457,6.7621245,4.131708,3.0863745,Upstairs
119,-1.3909928,5.903429,5.2543755,6.822771,4.1193585,3.0583222,Upstairs
120,-1.3129461,5.9983735,5.15468,6.7365227,4.198098,3.1125386,Upstairs
121,-1.3480371,5.921366,5.316618,6.7834926,4.1058793,3.071264,Upstairs
122,-1.3982636,5.870695,5.284352,6.86626,4.147425,3.0340202,Upstairs
123,-1.3060687,5.9755588,5.2588367,6.7001266,4.09812,3.1114244,Upstairs
124,-1.2810305,6.010819,5.221297,6.6675744,4.1232977,3.1306467,Upstairs
125,-0.62901014,6.173033,6.5060854,2.8109255,2.4113867,4.455704,Standing
126,-0.78125936,6.2526464,6.826411,2.6017396,3.0367596,4.2297773,Standing
127,-0.9926806,6.1967754,6.3678303,3.1629612,3.4662688,4.078168,Sitting
128,-0.93813735,6.168122,6.4933724,3.1738627,3.243714,4.1145115,Standing
129,-0.9565657,6.1306577,6.640765,2.9568105,2.7450752,3.6460335,Standing
130,-0.8517972,6.1833973,6.6819506,2.87119,2.9701254,4.16654,Standing
131,-0.92608243,6.1797857,6.5734534,2.9168262,2.9277537,3.7733715,Standing
132,-1.061897,6.2540483,6.5182247,2.6862528,3.3874433,3.58516,Standing
133,0.21322688,7.4295645,5.6657343,1.3086282,4.5040483,3.463755,Sitting
134,-1.077158,6.292519,6.432154,2.7200656,3.9536102,3.9807584,Sitting
135,-1.0029083,6.285625,6.5154696,2.7095182,3.7527077,4.056497,Sitting
136,-1.050827,6.1813955,6.277815,3.2476912,3.5508485,4.037176,Sitting
137,-1.0430576,6.171594,6.2812963,3.323145,3.5132444,4.0236673,Sitting
138,-0.9736891,6.3239346,6.2627034,2.8943877,3.7467995,3.8884308,Sitting
139,-0.98699456,6.174306,6.298501,3.3787298,3.424727,3.99737,Sitting
140,-1.0833313,6.241778,6.5091996,2.7095747,3.4138024,3.593983,Sitting
141,-1.1346115,6.019989,7.238152,2.6967437,2.9406898,3.7328074,Standing
142,-0.9270025,6.069901,6.612157,3.332658,2.9929745,4.2414303,Standing
143,-0.8924496,6.097801,6.685462,3.1929212,2.9826562,4.2631307,Standing
144,-1.0325004,6.1572995,6.302412,3.3471835,3.4503706,4.042043,Sitting
145,-1.0144818,6.143115,6.315971,3.510766,3.3836567,3.9729338,Sitting
146,-1.0793221,6.0465035,6.4084983,3.710756,3.272388,3.9640021,Standing
147,-0.9877565,6.117015,6.461386,3.4216454,3.2634287,4.0680494,Standing
148,-1.0734987,6.244241,6.4978514,2.7382715,3.3965614,3.5902307,Standing
149,-1.0628084,6.235719,6.518357,2.7374632,3.332904,3.5909812,Standing
150,-0.36856169,5.473314,7.88244,5.6451354,1.0772791,3.3270955,Upstairs
151,-0.32907802,5.4862723,7.902486,5.6257133,1.0429416,3.3289926,Upstairs
152,-0.46153653,5.4794297,7.8534307,5.7181616,1.2681748,3.3869944,Upstairs
153,-0.40690914,5.4920483,7.877389,5.6812463,1.2166034,3.4082901,Upstairs
154,-0.54044646,5.5067225,7.709663,5.6946764,1.6659275,3.7810497,Upstairs
155,-0.38316998,5.5356636,7.859136,5.5915995,1.1505558,3.296787,Upstairs
156,-0.58271956,5.4790955,7.706164,5.7169037,1.6898329,3.8079102,Upstairs
157,-0.59058857,5.486521,7.699007,5.6999974,1.7241018,3.825021,Upstairs
158,-0.3748876,5.4641814,7.878596,5.6569185,1.0778224,3.340366,Upstairs
159,-0.31313774,5.4946,7.9052434,5.60121,1.0215926,3.3227818,Upstairs
160,-0.45428923,5.4816327,7.8401356,5.7227445,1.2583442,3.3709233,Upstairs
161,-0.45259792,5.468154,7.855354,5.7495446,1.2683375,3.4440858,Upstairs
162,-0.42678282,5.486021,7.8690248,5.6651545,1.2288272,3.4112558,Upstairs
163,-0.42305073,5.495415,7.866205,5.671928,1.2420369,3.4047506,Upstairs
164,-0.54645413,5.524818,7.6895843,5.6332264,1.7146455,3.8365571,Upstairs
165,-0.52602446,5.5300393,7.69329,5.6014824,1.6729957,3.8291705,Upstairs
166,-0.542521,5.513366,7.7014956,5.665328,1.6813326,3.8092127,Upstairs
167,-0.29811835,5.4935336,7.912334,5.591668,0.9984877,3.3217692,Upstairs
168,-0.30921316,5.4947615,7.9059105,5.5956125,1.0197123,3.3296402,Upstairs
169,-0.36366183,5.501085,7.889094,5.6427026,1.1434228,3.3733494,Upstairs
170,-0.41256735,5.483321,7.87388,5.7013035,1.221716,3.4296737,Upstairs
171,-0.5383947,5.5166154,7.7032647,5.666133,1.6836287,3.799662,Upstairs
172,-0.33660004,5.504182,7.8890734,5.6048517,1.0808209,3.34375,Upstairs
173,-0.5062791,5.5142307,7.748474,5.7090044,1.6311308,3.7629616,Upstairs
174,-0.60803473,5.4549665,7.687867,5.746105,1.676867,3.8084269,Upstairs
175,-0.67386055,5.420139,7.623751,5.789827,1.6838641,3.7561138,Upstairs
176,9.0725765,8.153309,7.5509815,4.838967,2.2130234,4.8010406,Walking
177,9.613033,8.632211,6.6284003,4.965079,3.4628,3.531188,Laying
178,9.183887,9.3638935,6.9239626,4.192824,3.2338712,3.9665592,Walking
179,9.2326975,8.970189,6.4091997,4.425865,3.3575363,3.5881531,Walking
180,8.515957,8.998823,6.4423943,4.46619,3.4350429,3.1556232,Walking
181,9.642046,9.035654,6.746269,4.9648147,3.8776448,3.2339797,Laying
182,10.483814,9.59228,7.2408175,4.696569,3.614743,4.2883263,Laying
183,10.515597,8.741175,6.8969946,5.1337886,3.6998866,3.8270714,Laying
184,9.762378,8.877747,6.553524,4.204556,3.552121,3.6945417,Walking
185,9.7747555,8.979645,6.5784435,4.28828,3.6000934,3.6625562,Walking
186,10.398696,8.416446,6.812599,4.2021313,3.2677927,4.274626,Laying
187,10.716288,8.946812,7.066886,5.221577,3.8747847,3.8333323,Laying
188,9.917554,9.000732,6.8178325,5.0023026,3.9202325,3.3305805,Laying
189,9.805761,9.431271,6.878169,4.919107,3.6442094,3.7170353,Laying
190,8.727755,9.500995,7.3476043,4.2372766,2.710622,4.4770446,Walking
191,8.812127,9.527314,7.367716,4.2964516,2.7826564,4.4306164,Walking
192,10.223305,9.335962,7.4618893,4.748501,3.1304207,4.665812,Laying
193,10.915609,8.299859,7.0759172,4.5982165,3.5081563,4.272727,Laying
194,10.734437,8.507668,6.974128,5.145772,3.7247307,3.8812897,Laying
195,10.584345,9.486797,7.3151245,4.7596207,3.6052697,4.3367777,Laying
196,10.7494135,8.88663,7.075143,5.230933,3.884829,3.8231802,Laying
197,10.548826,8.928832,6.9836087,5.105195,3.9732342,3.6238642,Laying
198,10.760636,8.899361,7.0590396,5.16628,3.915189,3.8076525,Laying
199,10.326449,9.598146,7.109087,4.684259,3.602792,4.1812625,Laying
200,10.168388,9.420951,6.974097,4.585859,3.843252,3.768857,Laying
201,10.5061,8.965857,6.9770327,4.879449,4.0370994,3.5741465,Laying
202,8.495267,8.203496,7.3656654,3.7217667,2.1833715,4.695315,Walking
203,8.966708,8.236781,7.4274187,3.8937213,2.2758267,4.812584,Walking
204,9.747217,8.656585,7.5829253,4.3839498,2.7673175,4.748041,Walking
205,11.140576,8.293649,7.2088823,4.6434784,3.5064476,4.4256773,Laying
206,11.12776,8.249508,7.193328,4.6074686,3.474521,4.4441485,Laying
207,11.127899,8.255562,7.164008,4.610201,3.4971921,4.412715,Laying
208,11.008303,8.472187,7.08411,4.416492,3.674752,4.2152934,Laying
209,10.981593,8.426276,7.0181594,4.38905,3.5779831,4.283069,Laying
210,11.047235,8.316095,7.0366116,4.5086045,3.8290656,3.9692733,Laying
211,10.801387,8.3919735,6.9744644,4.3475146,3.8842607,3.8330367,Laying
212,10.911831,8.340783,7.0298905,4.341964,3.7716777,4.0184655,Laying
213,9.800164,3.9299858,6.4955354,2.9862273,2.5910938,3.788387,Downstairs
214,9.853989,4.088621,6.568036,2.9926758,2.4516692,4.024401,Downstairs
215,10.844051,4.0941453,6.6756377,3.390957,2.8580232,4.144612,Downstairs
216,11.735206,4.334424,6.823071,3.8269536,3.2155356,4.32682,Downstairs
217,11.718105,4.4976387,6.7712045,3.8210325,3.3139625,4.242013,Downstairs
218,11.3184185,4.195517,6.4858794,3.4791307,3.6728027,3.511908,Downstairs
219,11.551763,4.5610943,6.698503,3.701733,3.3252802,4.136074,Downstairs
220,11.635083,4.5702834,6.738132,3.8292408,3.3022628,4.204195,Downstairs
221,11.576476,4.70552,6.72156,3.8093138,3.3323436,4.1601915,Downstairs
222,11.551715,4.666188,6.7131166,3.7642393,3.311829,4.16311,Downstairs
223,11.61212,4.5369987,6.6836824,3.758725,3.4022844,4.0732074,Downstairs
224,11.674613,4.1476893,6.6438484,3.8793724,3.576149,3.819411,Downstairs
225,8.950524,8.091622,7.538592,4.8195314,2.1319,4.816681,Walking
226,9.019064,8.145136,7.574326,4.8359914,2.177156,4.813071,Walking
227,10.679353,8.090272,7.2523937,4.9995203,3.0768757,4.558647,Laying
228,10.759053,8.075503,7.254614,4.9081964,3.086327,4.6029944,Laying
229,11.131732,8.408278,7.2327676,4.7257094,3.5903363,4.3515043,Laying
230,10.968987,8.558972,7.12096,4.98395,3.8378706,3.9615455,Laying
231,10.802728,8.382477,7.227946,4.227041,3.2832572,4.578826,Laying
232,10.860719,8.643747,7.1472015,4.9981875,3.858793,3.905723,Laying
233,10.137497,8.320574,7.1601863,3.788863,3.0555992,4.5144396,Laying
234,10.151199,8.331874,7.176811,3.7921531,3.0689921,4.5136337,Laying
235,10.227616,8.345276,7.1672025,3.8471632,3.0927765,4.5192676,Laying
236,8.455759,8.979129,6.830032,3.6093998,3.4855955,3.3415976,Walking
237,10.268312,3.7552528,6.574522,3.2546096,2.6779351,3.9214268,Downstairs
238,10.406885,3.8840919,6.6612754,3.2864523,2.5999532,4.126652,Downstairs
239,10.326847,4.214187,6.62162,3.3366084,2.54101,4.199718,Downstairs
240,10.341153,4.246025,6.6271787,3.3527322,2.5307117,4.223806,Downstairs
241,10.388183,4.3524027,6.6168885,3.37608,2.5544758,4.2370114,Downstairs
242,10.639742,4.5361114,6.636498,3.4735723,2.6383307,4.312905,Downstairs
243,10.6375885,4.752349,6.6162906,3.4494553,2.643119,4.343455,Downstairs
244,10.6946335,4.599197,6.644373,3.484011,2.6653306,4.329618,Downstairs
245,10.437179,4.1488547,6.6851096,3.4524362,2.5202196,4.2650595,Downstairs
246,10.385733,4.1017504,6.667921,3.3640642,2.5281649,4.232076,Downstairs
247,10.392793,4.3557353,6.6179776,3.3907933,2.5625615,4.2293725,Downstairs
248,-1.3528129,5.972906,5.1315665,6.7890735,4.2172804,3.0954494,Upstairs
249,-1.3559513,5.970235,5.1261835,6.796677,4.225355,3.0962005,Upstairs
250,-1.3279153,6.004462,5.0954123,6.764073,4.239809,3.1110356,Upstairs
251,-1.3318241,5.980996,5.158994,6.7508802,4.1918263,3.1019676,Upstairs
252,-1.3952142,5.9229083,5.1623197,6.8252335,4.2411613,3.051219,Upstairs
253,-1.3570621,5.9667573,5.140532,6.7924795,4.212906,3.0914464,Upstairs
254,-1.3607706,5.9634433,5.1419663,6.797512,4.2109966,3.0897284,Upstairs
255,-1.3287972,5.9907537,5.12962,6.7624173,4.217659,3.1093357,Upstairs
256,-1.3032283,6.009382,5.141642,6.7239733,4.2106986,3.1189864,Upstairs
257,-1.3125654,6.0044017,5.1152563,6.7524843,4.234656,3.116544,Upstairs
258,-1.315729,5.996915,5.143339,6.7439284,4.205516,3.116136,Upstairs
259,-1.3106971,5.9909687,5.162566,6.7236333,4.181863,3.1154344,Upstairs
260,-1.3722368,5.9415874,5.1754417,6.806753,4.184884,3.079548,Upstairs
261,-1.3638428,5.953327,5.16518,6.7957892,4.1899457,3.0863562,Upstairs
262,-1.3521311,5.9684706,5.1449323,6.7878823,4.209948,3.0943923,Upstairs
263,-1.3900994,5.933685,5.1757135,6.820353,4.175643,3.0553827,Upstairs
264,-1.3575987,5.9642787,5.1459775,6.792043,4.206206,3.0913444,Upstairs
265,-1.3460114,5.9747005,5.139388,6.7791367,4.2121253,3.0985699,Upstairs
266,-1.3052666,6.0071454,5.19462,6.7220297,4.1571956,3.1357524,Upstairs
267,-1.321933,6.003438,5.106019,6.7443943,4.238887,3.1041682,Upstairs
268,-1.3198087,6.007266,5.0981603,6.7442403,4.243389,3.104926,Upstairs
269,-1.3569654,5.966259,5.142112,6.789982,4.2096744,3.0905619,Upstairs
270,-1.3624948,5.960573,5.1475005,6.797681,4.2053466,3.086612,Upstairs
271,-1.3212273,5.989571,5.151869,6.7462244,4.1973543,3.1125557,Upstairs
272,-1.320076,5.997136,5.1287255,6.752283,4.21897,3.1128027,Upstairs
273,-1.3436015,5.9772453,5.1370134,6.776146,4.2143507,3.099788,Upstairs
274,-1.3638465,5.933367,5.21979,6.783071,4.1452823,3.0851436,Upstairs
275,-1.3505895,5.949036,5.208625,6.759925,4.144441,3.0946598,Upstairs
276,-1.3571725,5.9542336,5.1764555,6.785182,4.181142,3.0912633,Upstairs
277,-1.3917743,5.9294615,5.1807847,6.826788,4.1733007,3.0587008,Upstairs
278,-1.3070801,6.0288033,5.076384,6.7434883,4.2686105,3.1157327,Upstairs
279,-1.3536594,5.967556,5.1474104,6.7734566,4.2049837,3.0956006,Upstairs
280,-1.3303646,5.988685,5.1304355,6.7642817,4.217288,3.1090662,Upstairs
281,-1.3296467,5.990541,5.1256385,6.7633996,4.220606,3.1091726,Upstairs
282,-1.3207995,5.9985137,5.123151,6.751897,4.2258463,3.1136608,Upstairs
283,-1.3182461,6.0223427,5.056559,6.7783256,4.2911444,3.1151206,Upstairs
284,-1.3253928,5.9963136,5.1180906,6.761536,4.2281685,3.1118233,Upstairs
285,-1.3572346,5.961189,5.1561418,6.787409,4.19699,3.0921707,Upstairs
286,-1.3405325,5.9832706,5.1299605,6.7508087,4.220651,3.10004,Upstairs
287,-1.3424088,5.995828,5.0878005,6.720488,4.2537713,3.1134632,Upstairs
288,-1.3236378,6.0056753,5.093748,6.7421055,4.244365,3.1058102,Upstairs
289,-1.3267334,6.000446,5.104259,6.7513194,4.2411065,3.1025486,Upstairs
290,-1.3260968,6.0042114,5.0925274,6.7472143,4.2502484,3.1032255,Upstairs
291,-1.3192309,6.0057244,5.10496,6.743973,4.240277,3.105203,Upstairs
292,-1.3188674,6.00795,5.0997777,6.7436924,4.2444167,3.1060688,Upstairs
293,-1.319691,6.007737,5.0983815,6.7439523,4.245012,3.1056397,Upstairs
294,-1.3417557,5.9812994,5.1296825,6.767973,4.22011,3.0995867,Upstairs
295,-1.34127,5.983507,5.124762,6.7606406,4.223699,3.099643,Upstairs
296,-0.8370468,6.1671014,7.1024404,2.5309732,2.9096303,4.259032,Standing
297,-1.0827547,6.275055,6.474506,2.674725,3.5719683,3.6349258,Sitting
298,-0.45003074,7.034139,5.559968,2.4268003,5.033787,3.4705112,Sitting
299,-1.0525854,6.183449,6.2764773,3.2638261,3.566033,4.02407,Sitting
300,-1.042414,6.175237,6.3023114,3.2710822,3.5223713,4.038454,Sitting
301,-1.0854856,6.2478075,6.486053,2.73599,3.4539382,3.6001945,Sitting
302,-1.0820204,6.252,6.4903455,2.713444,3.4561465,3.6047432,Sitting
303,-0.313632,5.4914107,7.904562,5.6012583,1.0163165,3.3210964,Upstairs
304,-0.3289915,5.4779754,7.8985,5.620526,1.025713,3.3070197,Upstairs
305,-0.43650612,5.49787,7.85404,5.7025666,1.2342618,3.3547256,Upstairs
306,-0.45489773,5.4661517,7.8464055,5.752522,1.302007,3.5041983,Upstairs
307,-0.5231684,5.5357137,7.7110043,5.6529317,1.7039815,3.7956994,Upstairs
308,-0.41892275,5.4918504,7.8690214,5.6754155,1.2277763,3.4008367,Upstairs
309,-0.51221627,5.507423,7.7447724,5.71014,1.603506,3.694534,Upstairs
310,-0.5843509,5.4820037,7.6964145,5.7123075,1.7017347,3.8235497,Upstairs
311,-0.59750885,5.465545,7.6922774,5.7323565,1.6807667,3.8062873,Upstairs
312,-0.3387967,5.477102,7.8969693,5.6323805,1.0440764,3.333817,Upstairs
313,-0.37901747,5.4682508,7.8804326,5.658773,1.0941019,3.3401072,Upstairs
314,-0.48519313,5.4724536,7.8309345,5.732534,1.3099602,3.4067004,Upstairs
315,-0.47129712,5.4872727,7.82922,5.73364,1.3159555,3.4079347,Upstairs
316,-0.5662266,5.512711,7.6770105,5.6770473,1.7195722,3.7794583,Upstairs
317,-0.47019312,5.4860587,7.802581,5.705912,1.2870883,3.3674867,Upstairs
318,-0.5163797,5.5053463,7.7455935,5.717054,1.6167018,3.7167675,Upstairs
319,-0.58042365,5.497198,7.702163,5.6714683,1.7283137,3.8369029,Upstairs
320,-0.5887451,5.474105,7.6988277,5.708929,1.682474,3.810456,Upstairs
321,-0.32692674,5.482846,7.901767,5.620172,1.0304195,3.3238277,Upstairs
322,-0.29069713,5.4963913,7.908901,5.572442,0.99116355,3.3355272,Upstairs
323,-0.4545431,5.4779925,7.8507605,5.727301,1.2707584,3.412304,Upstairs
324,-0.46226195,5.4605336,7.8479085,5.765578,1.2872008,3.467251,Upstairs
325,-0.53698796,5.5073824,7.719708,5.689375,1.6673285,3.7948127,Upstairs
326,-0.39552808,5.5019846,7.853256,5.645877,1.1754946,3.3495998,Upstairs
327,-0.5304599,5.5057735,7.7233987,5.709908,1.6358902,3.7204156,Upstairs
328,-0.5546291,5.5216875,7.6874843,5.633312,1.7173501,3.8245149,Upstairs
329,-0.5892654,5.4758916,7.6840544,5.723002,1.685731,3.7994444,Upstairs
330,-1.0921171,5.746436,6.8577995,3.424493,2.0604174,3.9437902,Standing
331,-0.98854995,6.0250196,6.884921,3.0676925,2.5469244,3.6332996,Standing
332,-1.0461323,6.191388,6.2956834,3.224235,3.5759866,4.0291877,Sitting
333,-1.0517887,6.1941338,6.2953014,3.2075367,3.5953183,4.0231276,Sitting
334,-1.0825431,6.3135295,6.4392247,2.6306245,3.786995,3.7002838,Sitting
335,-1.060715,6.133749,6.123309,3.7730057,3.481713,3.8911293,Sitting
336,-1.0457354,6.139952,6.1925526,3.7094245,3.4419723,3.8771243,Sitting
337,-1.0761855,6.2361445,6.5465508,2.7018058,3.370581,3.598301,Standing
